tag_code,tagger_name,bucket,lot,species_code,length,weight,pit_code,tag_date,activation_date,release_date,release_location,release_river_km,mortality,tag_AssignedRelease
G72868EB6,B,5,1,11H,162,41.5,,4/30/2021 0:00,4/29/2021 12:09,5/1/2021 8:57,Rocky Reach Tailrace,762,0,RR05
G72949E56,B,5,1,11H,163,44,,4/30/2021 0:00,4/29/2021 11:56,5/1/2021 8:57,Rocky Reach Tailrace,762,0,RR05
G7295631B,B,1,1,11H,190,70,,4/30/2021 0:00,4/29/2021 11:47,5/1/2021 8:57,Rocky Reach Tailrace,762,0,RR05
G72969605,B,10,1,11H,135,25.5,,4/30/2021 0:00,4/29/2021 12:20,5/1/2021 8:57,Rocky Reach Tailrace,762,0,RR05
G729BE215,B,1,1,11H,156,44.5,,4/30/2021 0:00,4/29/2021 12:02,5/1/2021 8:57,Rocky Reach Tailrace,762,0,RR05
G729E6759,B,1,1,11H,163,41,,4/30/2021 0:00,4/29/2021 12:03,5/1/2021 8:57,Rocky Reach Tailrace,762,0,RR05
G72A75A85,B,9,1,11W,152,35,,4/30/2021 0:00,4/29/2021 12:00,5/1/2021 8:57,Rocky Reach Tailrace,762,0,RR05
G72A94667,B,8,1,11H,139,28.5,,4/30/2021 0:00,4/29/2021 12:18,5/1/2021 8:57,Rocky Reach Tailrace,762,0,RR05
G72BB4BE7,B,9,1,11W,152,37.5,,4/30/2021 0:00,4/29/2021 12:19,5/1/2021 8:57,Rocky Reach Tailrace,762,0,RR05
G72077F77,A,2,1,11H,124,21,,5/2/2021 0:00,5/1/2021 12:51,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G720821AB,A,4,1,11H,165,45.5,,5/2/2021 0:00,5/1/2021 13:24,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72095C6A,A,5,1,11W,133,26.5,,5/2/2021 0:00,5/1/2021 13:26,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72119D64,A,8,1,11H,182,60.5,,5/2/2021 0:00,5/1/2021 13:31,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G7218C312,A,4,1,11H,152,35.5,,5/2/2021 0:00,5/1/2021 12:56,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G7221695C,A,1,1,11H,160,46.5,,5/2/2021 0:00,5/1/2021 12:48,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72270993,A,5,1,11H,127,20.5,,5/2/2021 0:00,5/1/2021 12:58,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G722A2939,A,7,1,11W,139,27.5,,5/2/2021 0:00,5/1/2021 13:29,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G722A36E5,A,2,1,11H,150,34,,5/2/2021 0:00,5/1/2021 13:20,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G722AB58B,A,5,1,11H,168,48,,5/2/2021 0:00,5/1/2021 12:57,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G722BD6C8,A,10,1,11H,165,42.5,,5/2/2021 0:00,5/1/2021 13:13,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G7236D7F3,A,4,1,11H,142,30,,5/2/2021 0:00,5/1/2021 13:24,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G7239902E,A,8,1,11H,160,44,,5/2/2021 0:00,5/1/2021 13:02,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G723EA1A0,A,3,1,11H,147,39,,5/2/2021 0:00,5/1/2021 13:22,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72491DE9,A,3,1,11H,144,30.5,,5/2/2021 0:00,5/1/2021 12:53,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G724A7298,A,10,1,11H,193,74,,5/2/2021 0:00,5/1/2021 13:13,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G725127B3,A,1,1,11H,147,31,,5/2/2021 0:00,5/1/2021 13:19,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G726F7A64,A,6,1,11H,187,73,,5/2/2021 0:00,5/1/2021 13:00,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G7270E77C,A,1,1,11H,165,42.5,,5/2/2021 0:00,5/1/2021 13:17,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G727257DF,A,7,1,11H,147,33.5,,5/2/2021 0:00,5/1/2021 13:28,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72758E7A,A,2,1,11H,195,82,,5/2/2021 0:00,5/1/2021 12:51,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G727994D4,A,6,1,11W,124,21,,5/2/2021 0:00,5/1/2021 13:26,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G727A88BF,A,3,1,11H,133,23,,5/2/2021 0:00,5/1/2021 12:54,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G728262C7,A,7,1,11H,143,30,,5/2/2021 0:00,5/1/2021 13:00,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G7284CA00,A,11,1,11H,186,62,,5/2/2021 0:00,5/1/2021 13:17,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G728A4170,A,3,1,11H,167,50,,5/2/2021 0:00,5/1/2021 13:23,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G728C960E,A,1,1,11H,152,36,,5/2/2021 0:00,5/1/2021 12:47,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G728DEEF0,A,6,1,11W,159,41,,5/2/2021 0:00,5/1/2021 12:59,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G729158BE,A,9,1,11H,182,66,,5/2/2021 0:00,5/1/2021 13:09,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G729EA2AC,A,7,1,11H,165,43.5,,5/2/2021 0:00,5/1/2021 13:01,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72A32DC5,A,11,1,11H,189,73.5,,5/2/2021 0:00,5/1/2021 13:14,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72A49E7B,A,9,1,11H,126,21.5,,5/2/2021 0:00,5/1/2021 13:12,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72A7AFCE,A,2,1,11H,134,26.5,,5/2/2021 0:00,5/1/2021 13:19,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72AD2D19,A,8,1,11H,175,52,,5/2/2021 0:00,5/1/2021 13:30,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72AEEB5B,A,6,1,11H,122,21.5,,5/2/2021 0:00,5/1/2021 13:27,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72B1AC6A,A,5,1,11H,140,30.5,,5/2/2021 0:00,5/1/2021 13:25,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72B6B7B9,A,4,1,11W,137,27,,5/2/2021 0:00,5/1/2021 12:55,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G72B6F41D,A,8,1,11H,150,33.5,,5/2/2021 0:00,5/1/2021 13:08,5/3/2021 9:00,Rocky Reach Tailrace,762,0,RR06
G7203492F,A,9,1,11H,143,30.5,,5/4/2021 0:00,5/3/2021 13:20,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G7207BD01,A,4,1,11W,122,18,,5/4/2021 0:00,5/3/2021 13:15,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G72095955,A,8,1,11H,187,64.5,,5/4/2021 0:00,5/3/2021 13:19,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G7213F7EE,A,1,1,11H,130,23.5,,5/4/2021 0:00,5/3/2021 13:12,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G721797B0,A,6,1,11H,166,43.5,,5/4/2021 0:00,5/3/2021 13:05,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G72198D8F,A,3,1,11H,156,36.5,,5/4/2021 0:00,5/3/2021 13:01,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G721C185E,A,2,1,11H,168,47.5,,5/4/2021 0:00,5/3/2021 13:00,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G7220E4E9,A,6,1,11H,133,24,,5/4/2021 0:00,5/3/2021 13:17,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G7221743C,A,7,1,11H,135,27,,5/4/2021 0:00,5/3/2021 13:18,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G7231522E,A,3,1,11H,185,66.5,,5/4/2021 0:00,5/3/2021 13:02,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G723825E7,A,11,1,11H,184,64,,5/4/2021 0:00,5/3/2021 13:10,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G7239C494,A,7,1,11H,173,51.5,,5/4/2021 0:00,5/3/2021 13:05,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G723A23AB,A,5,1,11H,130,26,,5/4/2021 0:00,5/3/2021 13:03,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G723C6EBA,A,9,1,11H,165,43.5,,5/4/2021 0:00,5/3/2021 13:08,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G723CE177,A,2,1,11H,143,30,,5/4/2021 0:00,5/3/2021 13:13,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G7240ABB4,A,6,1,11H,137,28,,5/4/2021 0:00,5/3/2021 13:04,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G7242768F,A,4,1,11H,179,57,,5/4/2021 0:00,5/3/2021 13:14,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G724A5E18,A,8,1,11H,167,45,,5/4/2021 0:00,5/3/2021 13:06,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G724F9E2D,A,3,1,11H,183,59.5,,5/4/2021 0:00,5/3/2021 13:14,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G7258958F,A,1,1,11H,147,31.5,,5/4/2021 0:00,5/3/2021 12:59,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G725B2189,A,8,1,11H,123,19.5,,5/4/2021 0:00,5/3/2021 13:07,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G725D8751,A,10,1,11H,155,35.5,,5/4/2021 0:00,5/3/2021 13:09,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G726AD697,A,7,1,11H,134,23.5,,5/4/2021 0:00,5/3/2021 13:18,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G726DFCA4,A,11,1,11H,172,54,,5/4/2021 0:00,5/3/2021 13:10,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G726F7DE7,A,3,1,11W,137,26,,5/4/2021 0:00,5/3/2021 13:11,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G727A5174,A,10,1,11H,133,23,,5/4/2021 0:00,5/3/2021 13:09,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G728C0EDD,A,5,1,11H,170,52,,5/4/2021 0:00,5/3/2021 13:03,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G729272B6,A,9,1,11H,167,46.5,,5/4/2021 0:00,5/3/2021 13:08,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G72960F88,A,1,1,11H,161,42,,5/4/2021 0:00,5/3/2021 13:13,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G7298AD47,A,5,1,11H,162,44,,5/4/2021 0:00,5/3/2021 13:16,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G72A559F6,A,6,1,11H,166,46.5,,5/4/2021 0:00,5/3/2021 13:17,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G72ABE918,A,4,1,11H,138,30.5,,5/4/2021 0:00,5/3/2021 13:02,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G72AC3B9D,A,1,1,11W,165,45.5,,5/4/2021 0:00,5/3/2021 12:59,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G72ADFACD,A,4,1,11H,160,44,,5/4/2021 0:00,5/3/2021 13:02,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G72AEF0E6,A,9,1,11H,137,26.5,,5/4/2021 0:00,5/3/2021 13:20,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G72B6AFE6,A,2,1,11H,144,33,,5/4/2021 0:00,5/3/2021 13:01,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G72B81B69,A,8,1,11H,138,31,,5/4/2021 0:00,5/3/2021 13:19,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G72BA02F9,A,7,1,11H,174,54.5,,5/4/2021 0:00,5/3/2021 13:06,5/5/2021 9:00,Rocky Reach Tailrace,762,0,RR07
G7201BE49,C,7,1,11H,173,55,,5/6/2021 0:00,5/5/2021 13:11,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G720317EB,C,8,1,11H,128,23,,5/6/2021 0:00,5/5/2021 12:57,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G7205F514,C,4,1,11H,145,31.5,,5/6/2021 0:00,5/5/2021 13:09,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G720906CF,C,11,1,11H,147,33.5,,5/6/2021 0:00,5/5/2021 13:00,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G7213C26F,C,5,1,11H,198,74,,5/6/2021 0:00,5/5/2021 12:47,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72143ED6,C,3,1,11H,170,46,,5/6/2021 0:00,5/5/2021 12:44,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G721B4F68,C,4,1,11H,183,64,,5/6/2021 0:00,5/5/2021 12:45,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G722194D5,C,8,1,11W,162,38,,5/6/2021 0:00,5/5/2021 12:56,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G7221E3AE,C,3,1,11H,158,39,,5/6/2021 0:00,5/5/2021 12:44,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G722D528F,C,5,1,11H,132,24.5,,5/6/2021 0:00,5/5/2021 12:48,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G7230ED99,C,8,1,11H,132,25,,5/6/2021 0:00,5/5/2021 13:12,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G724217B4,C,9,1,11H,165,45,,5/6/2021 0:00,5/5/2021 12:58,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72452764,C,8,1,11H,131,23,,5/6/2021 0:00,5/5/2021 13:11,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G7249E8A2,C,10,1,11W,140,26.5,,5/6/2021 0:00,5/5/2021 12:59,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G724DACBE,C,9,1,11H,129,22,,5/6/2021 0:00,5/5/2021 12:58,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G7254B603,C,2,1,11W,147,37.5,,5/6/2021 0:00,5/5/2021 12:43,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72585398,C,4,1,11H,164,44,,5/6/2021 0:00,5/5/2021 12:46,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G725B9C46,C,1,1,11H,168,40.5,,5/6/2021 0:00,5/5/2021 13:02,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G725FB77E,C,7,1,11H,167,49,,5/6/2021 0:00,5/5/2021 12:51,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G726ACAA9,C,9,1,11H,169,49.5,,5/6/2021 0:00,5/5/2021 13:13,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G726E2005,C,4,1,11H,149,33,,5/6/2021 0:00,5/5/2021 13:08,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72765F26,C,2,1,11H,162,43,,5/6/2021 0:00,5/5/2021 12:43,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72793B3A,C,1,1,11H,171,43.5,,5/6/2021 0:00,5/5/2021 12:26,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G727AC504,C,10,1,11H,170,49,,5/6/2021 0:00,5/5/2021 12:59,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G728DE76C,C,7,1,11H,171,52.5,,5/6/2021 0:00,5/5/2021 13:09,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G728EA1A2,C,7,1,11H,138,28,,5/6/2021 0:00,5/5/2021 12:50,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G729B7924,C,9,1,11H,152,36,,5/6/2021 0:00,5/5/2021 13:12,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G729BF8F6,C,2,1,11H,167,49,,5/6/2021 0:00,5/5/2021 13:04,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G729E4EE6,C,2,1,11H,150,34,,5/6/2021 0:00,5/5/2021 13:04,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72A8FDB1,C,3,1,11H,169,48,,5/6/2021 0:00,5/5/2021 13:05,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72AB678B,C,3,1,11H,177,51.5,,5/6/2021 0:00,5/5/2021 13:06,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72B03E03,C,11,1,11H,157,37.5,,5/6/2021 0:00,5/5/2021 13:00,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72B3FAFD,C,1,1,11H,128,22,,5/6/2021 0:00,5/5/2021 13:03,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72B48F54,C,10,1,11H,170,44.5,,5/6/2021 0:00,5/5/2021 13:14,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72B894A4,C,1,1,11H,137,29,,5/6/2021 0:00,5/5/2021 12:27,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72B9334C,C,10,1,11H,168,44.5,,5/6/2021 0:00,5/5/2021 13:14,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72B9FB44,C,6,1,11H,178,69,,5/6/2021 0:00,5/5/2021 12:49,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G72BA3EE4,C,6,1,11H,132,24.5,,5/6/2021 0:00,5/5/2021 12:49,5/7/2021 9:00,Rocky Reach Tailrace,762,0,RR08
G7202F887,C,6,1,11H,180,55.5,,5/8/2021 0:00,5/7/2021 13:35,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G72053303,C,5,1,11H,150,36.5,,5/8/2021 0:00,5/7/2021 13:33,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G72169EE8,C,4,1,11W,131,25.5,,5/8/2021 0:00,5/7/2021 13:31,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G7218597D,C,7,1,11H,130,27,,5/8/2021 0:00,5/7/2021 13:40,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G721ACF20,C,2,1,11H,170,48,,5/8/2021 0:00,5/7/2021 13:28,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G721C4885,C,8,1,11H,161,45,,5/8/2021 0:00,5/7/2021 13:42,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G721C5946,C,1,1,11H,160,39.5,,5/8/2021 0:00,5/7/2021 13:27,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G72293D90,C,10,1,11H,129,24.5,,5/8/2021 0:00,5/7/2021 13:23,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G722BD2A9,C,4,1,11H,132,24,,5/8/2021 0:00,5/7/2021 13:13,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G723563F5,C,8,1,11H,166,43,,5/8/2021 0:00,5/7/2021 13:18,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G7235DB05,C,11,1,11H,156,38,,5/8/2021 0:00,5/7/2021 13:26,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G72369036,C,2,1,11W,140,27.5,,5/8/2021 0:00,5/7/2021 13:09,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G724691DE,C,3,1,11H,175,52,,5/8/2021 0:00,5/7/2021 13:30,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G7251B9BD,C,5,1,11H,174,62,,5/8/2021 0:00,5/7/2021 13:15,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G725534F7,C,11,1,11W,141,24.5,,5/8/2021 0:00,5/7/2021 13:25,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G725A3232,C,7,1,11W,132,22,,5/8/2021 0:00,5/7/2021 13:17,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G725B33A8,C,7,1,11H,137,24.5,,5/8/2021 0:00,5/7/2021 13:18,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G725BF703,C,10,1,11H,155,35.5,,5/8/2021 0:00,5/7/2021 13:21,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G7269AA99,C,4,1,11W,160,40,,5/8/2021 0:00,5/7/2021 13:30,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G726BE28C,C,8,1,11H,168,52,,5/8/2021 0:00,5/7/2021 13:41,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G726F88AC,C,3,1,11H,179,58,,5/8/2021 0:00,5/7/2021 13:11,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G72712490,C,9,1,11H,142,28.5,,5/8/2021 0:00,5/7/2021 13:19,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G727431CD,C,9,1,11H,129,22,,5/8/2021 0:00,5/7/2021 13:20,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G727451A8,C,3,1,11H,160,43,,5/8/2021 0:00,5/7/2021 13:29,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G727952C3,C,1,1,11H,142,26.5,,5/8/2021 0:00,5/7/2021 13:27,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G727AF367,C,7,1,11H,146,31,,5/8/2021 0:00,5/7/2021 13:40,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G727B8D44,C,6,1,11H,179,61,,5/8/2021 0:00,5/7/2021 13:33,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G727BE4BD,C,4,1,11H,184,65.5,,5/8/2021 0:00,5/7/2021 13:12,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G7280DBF8,C,6,1,11H,157,39.5,,5/8/2021 0:00,5/7/2021 13:16,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G728993CE,C,1,1,11H,146,31.5,,5/8/2021 0:00,5/7/2021 13:08,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G7290183C,C,8,1,11H,204,84.5,,5/8/2021 0:00,5/7/2021 13:19,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G729454E2,C,2,1,11H,194,70.5,,5/8/2021 0:00,5/7/2021 13:29,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G7297CBE7,C,3,1,11H,152,32,,5/8/2021 0:00,5/7/2021 13:10,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G72A7A233,C,2,1,11H,172,48.5,,5/8/2021 0:00,5/7/2021 13:10,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G72ACA72F,C,5,1,11H,171,44.5,,5/8/2021 0:00,5/7/2021 13:13,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G72B2BF40,C,5,1,11W,132,24.5,,5/8/2021 0:00,5/7/2021 13:32,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G72B3E6C3,C,1,1,11H,138,30,,5/8/2021 0:00,5/7/2021 13:09,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G72BB5898,C,6,1,11H,138,25.5,,5/8/2021 0:00,5/7/2021 13:15,5/9/2021 9:00,Rocky Reach Tailrace,762,0,RR09
G720433C7,C,2,1,11H,150,34.5,,5/10/2021 0:00,5/9/2021 14:00,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G7207857D,C,2,1,11H,159,41.5,,5/10/2021 0:00,5/9/2021 13:43,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G7207FD47,C,9,1,11H,161,39.5,,5/10/2021 0:00,5/9/2021 13:55,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G7214F8C1,C,11,1,11H,125,18.5,,5/10/2021 0:00,5/9/2021 13:57,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G7217669A,C,6,1,11H,161,38.5,,5/10/2021 0:00,5/9/2021 14:05,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72181D5A,C,11,1,11H,203,81.5,,5/10/2021 0:00,5/9/2021 13:58,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G721CB452,C,5,1,11H,194,71,,5/10/2021 0:00,5/9/2021 14:04,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G722545E7,C,8,1,11H,137,24,,5/10/2021 0:00,5/9/2021 13:53,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72257E79,C,4,1,11H,155,36.5,,5/10/2021 0:00,5/9/2021 13:44,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G723065D7,C,1,1,11W,127,20,,5/10/2021 0:00,5/9/2021 13:58,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G723227BC,C,3,1,11W,147,35,,5/10/2021 0:00,5/9/2021 13:44,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G7234E2E3,C,3,1,11H,132,24,,5/10/2021 0:00,5/9/2021 14:01,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G723585C1,C,1,1,11H,141,32,,5/10/2021 0:00,5/9/2021 13:41,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72363AE7,C,10,1,11H,157,36,,5/10/2021 0:00,5/9/2021 13:56,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G723A8FA7,C,1,1,11H,177,53,,5/10/2021 0:00,5/9/2021 13:42,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G724AC016,C,8,1,11H,161,44,,5/10/2021 0:00,5/9/2021 14:08,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72688DFD,C,2,1,11H,161,43,,5/10/2021 0:00,5/9/2021 13:42,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G7268D185,C,3,1,11W,128,21,,5/10/2021 0:00,5/9/2021 13:43,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G7276C549,C,9,1,11H,162,39.5,,5/10/2021 0:00,5/9/2021 13:55,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72789B51,C,4,1,11W,131,21,,5/10/2021 0:00,5/9/2021 14:03,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G7280ECC5,C,8,1,11W,143,30,,5/10/2021 0:00,5/9/2021 14:08,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G728180C7,C,7,1,11H,155,33.5,,5/10/2021 0:00,5/9/2021 13:49,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
